,Season,Lg,Tm,W,L,Finish,Age,Ht.,Wt.,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team,Start_Year,End_Year
994,1980-81,NBA,UTA,28.0,54.0,5.0,25.1,6-5,204.0,82.0,240.6,40.6,83.2,0.488,0.5,2.0,0.258,40.1,81.2,0.494,19.5,25.4,0.767,11.7,28.4,40.1,23.8,7.8,4.7,17.4,25.7,101.2,UTA,1980,1981
995,1979-80,NBA,UTA,24.0,58.0,5.0,25.9,6-5,205.0,82.0,241.5,41.2,83.1,0.496,0.7,2.3,0.319,40.5,80.9,0.501,19.2,23.7,0.809,11.8,28.8,40.6,24.5,8.0,4.4,18.8,24.5,102.4,UTA,1979,1980
996,2023-24,NBA,POR,21.0,61.0,5.0,24.1,6-7,215.0,82.0,242.4,39.4,89.7,0.439,11.5,33.2,0.345,27.9,56.5,0.494,16.2,20.5,0.791,12.6,30.1,42.7,23.1,7.6,4.3,15.2,20.2,106.4,POR,2023,2024
997,2022-23,NBA,POR,33.0,49.0,5.0,25.1,6-6,215.0,82.0,240.6,40.5,85.4,0.474,12.9,35.3,0.365,27.6,50.1,0.55,19.6,24.6,0.796,9.4,31.1,40.5,24.2,6.7,4.6,14.5,20.0,113.4,POR,2022,2023
998,2021-22,NBA,POR,27.0,55.0,4.0,25.6,6-5,214.0,82.0,240.6,38.5,87.1,0.442,12.7,36.8,0.346,25.8,50.3,0.513,16.4,21.6,0.76,10.4,32.5,42.9,22.9,8.0,4.5,14.5,21.1,106.2,POR,2021,2022
999,2020-21,NBA,POR,42.0,30.0,3.0,27.4,6-5,216.0,72.0,240.3,41.3,91.1,0.453,15.7,40.8,0.385,25.6,50.3,0.509,17.8,21.6,0.823,10.6,33.9,44.5,21.3,6.9,5.0,11.1,18.9,116.1,POR,2020,2021
1000,2019-20,NBA,POR,35.0,39.0,4.0,27.5,6-6,216.0,74.0,241.0,42.2,91.2,0.463,12.9,34.1,0.377,29.3,57.1,0.514,17.7,22.1,0.804,10.2,35.1,45.3,20.6,6.3,6.1,12.8,21.7,115.0,POR,2019,2020
1001,2018-19,NBA,POR,53.0,29.0,2.0,26.2,6-6,220.0,82.0,242.1,42.3,90.6,0.467,11.0,30.7,0.359,31.3,59.8,0.523,19.0,23.3,0.814,11.8,36.2,48.0,23.0,6.7,5.0,13.8,20.4,114.7,POR,2018,2019
1002,2017-18,NBA,POR,49.0,33.0,1.0,25.6,6-6,217.0,82.0,240.9,39.3,87.0,0.452,10.3,28.1,0.366,29.0,58.8,0.493,16.7,20.9,0.8,10.2,35.3,45.5,19.5,7.0,5.2,13.5,19.5,105.6,POR,2017,2018
1003,2016-17,NBA,POR,41.0,41.0,3.0,24.8,6-7,218.0,82.0,243.0,39.5,86.1,0.459,10.4,27.7,0.375,29.2,58.4,0.499,18.5,23.7,0.78,10.1,33.5,43.7,21.1,7.0,5.0,13.7,21.2,107.9,POR,2016,2017
1004,2015-16,NBA,POR,44.0,38.0,2.0,24.3,6-7,218.0,82.0,241.5,38.6,85.9,0.45,10.5,28.5,0.37,28.1,57.4,0.49,17.4,23.0,0.754,11.6,33.9,45.5,21.3,6.9,4.6,14.6,21.7,105.1,POR,2015,2016
1005,2014-15,NBA,POR,51.0,31.0,1.0,27.0,6-7,218.0,82.0,242.1,38.7,86.0,0.45,9.8,27.2,0.362,28.9,58.8,0.491,15.5,19.4,0.801,10.7,35.1,45.9,21.9,6.4,4.5,13.6,18.2,102.8,POR,2014,2015
1006,2013-14,NBA,POR,54.0,28.0,2.0,25.8,6-7,217.0,82.0,242.1,39.1,87.0,0.45,9.4,25.3,0.372,29.7,61.7,0.481,19.1,23.5,0.815,12.5,34.0,46.4,23.2,5.5,4.7,13.7,19.2,106.7,POR,2013,2014
1007,2012-13,NBA,POR,33.0,49.0,4.0,24.4,6-7,217.0,82.0,242.1,36.7,81.9,0.448,8.2,23.2,0.353,28.5,58.7,0.486,15.9,20.5,0.776,10.7,30.2,40.8,21.8,6.6,4.3,14.7,18.5,97.5,POR,2012,2013
1008,2011-12,NBA,POR,28.0,38.0,4.0,27.5,6-6,215.0,66.0,241.9,36.4,82.1,0.443,7.2,20.9,0.346,29.2,61.1,0.477,17.2,21.6,0.796,11.1,29.5,40.7,20.4,8.0,4.9,14.2,19.0,97.2,POR,2011,2012
1009,2010-11,NBA,POR,48.0,34.0,3.0,26.7,6-6,214.0,82.0,241.5,36.0,80.5,0.447,6.3,18.3,0.345,29.7,62.1,0.477,18.0,22.4,0.804,12.1,27.2,39.3,21.2,8.0,4.4,13.0,19.3,96.3,POR,2010,2011
1010,2009-10,NBA,POR,50.0,32.0,3.0,26.6,6-7,215.0,82.0,242.1,36.3,78.7,0.461,6.0,16.9,0.354,30.3,61.8,0.49,19.6,24.8,0.79,11.1,29.1,40.2,20.4,6.4,4.3,12.3,20.9,98.1,POR,2009,2010
1011,2008-09,NBA,POR,54.0,28.0,2.0,24.0,6-7,214.0,82.0,241.8,36.8,79.2,0.465,7.3,19.0,0.383,29.5,60.2,0.49,18.5,24.2,0.765,12.9,28.8,41.7,20.3,6.7,4.9,12.9,20.4,99.4,POR,2008,2009
1012,2007-08,NBA,POR,41.0,41.0,3.0,24.1,6-7,216.0,82.0,242.7,35.8,79.8,0.448,6.6,17.4,0.377,29.2,62.4,0.468,17.2,22.5,0.767,11.0,29.7,40.7,21.1,5.5,4.4,12.9,20.0,95.4,POR,2007,2008
1013,2006-07,NBA,POR,32.0,50.0,3.0,24.4,6-6,219.0,82.0,243.4,35.0,78.0,0.45,5.2,15.0,0.346,29.9,62.9,0.474,18.8,24.5,0.769,11.3,28.0,39.3,18.5,6.8,4.6,15.1,23.5,94.1,POR,2006,2007
1014,2005-06,NBA,POR,21.0,61.0,5.0,24.6,6-6,210.0,82.0,240.6,34.0,76.4,0.445,4.4,12.7,0.349,29.6,63.7,0.464,16.3,23.7,0.689,10.8,26.9,37.7,18.2,6.5,5.3,14.7,22.3,88.8,POR,2005,2006
1015,2004-05,NBA,POR,27.0,55.0,4.0,27.0,6-5,210.0,82.0,240.6,35.3,78.3,0.451,5.1,14.2,0.362,30.2,64.2,0.471,17.2,23.7,0.725,11.8,29.3,41.1,21.0,7.1,6.6,16.0,20.8,92.9,POR,2004,2005
1016,2003-04,NBA,POR,41.0,41.0,3.0,27.6,6-6,213.0,82.0,243.7,35.3,78.9,0.448,4.6,13.4,0.346,30.7,65.4,0.469,15.4,21.1,0.731,12.7,29.0,41.7,21.6,7.5,5.4,14.8,19.0,90.7,POR,2003,2004
1017,2002-03,NBA,POR,50.0,32.0,3.0,29.2,6-7,216.0,82.0,242.1,36.4,79.2,0.46,4.6,14.0,0.33,31.8,65.1,0.488,17.7,23.7,0.745,12.1,29.0,41.1,22.7,8.8,3.9,15.2,19.9,95.2,POR,2002,2003
1018,2001-02,NBA,POR,49.0,33.0,3.0,29.0,6-6,209.0,82.0,241.8,36.6,81.4,0.45,5.7,16.1,0.354,31.0,65.3,0.474,17.7,23.2,0.763,13.2,29.8,43.0,23.5,8.6,4.5,14.3,19.7,96.6,POR,2001,2002
1019,2000-01,NBA,POR,50.0,32.0,4.0,30.1,6-6,211.0,82.0,241.2,36.6,78.3,0.468,4.5,12.9,0.349,32.1,65.4,0.492,17.6,23.2,0.762,11.7,30.3,42.0,23.9,8.2,5.1,15.3,21.3,95.4,POR,2000,2001
1020,1999-00,NBA,POR,59.0,23.0,2.0,29.6,6-7,213.0,82.0,241.2,36.8,78.4,0.47,5.0,13.8,0.361,31.9,64.7,0.493,18.8,24.7,0.76,11.8,31.2,43.0,23.5,7.7,4.8,15.2,22.7,97.5,POR,1999,2000
1021,1998-99,NBA,POR,35.0,15.0,1.0,27.4,6-6,222.0,50.0,243.5,34.9,79.1,0.442,4.9,13.5,0.364,30.0,65.6,0.457,20.0,27.0,0.743,12.9,31.4,44.3,21.5,8.2,5.8,15.4,22.5,94.8,POR,1998,1999
1022,1997-98,NBA,POR,46.0,36.0,4.0,26.1,6-7,223.0,82.0,241.8,35.2,78.0,0.451,4.0,12.8,0.309,31.2,65.2,0.479,20.0,27.1,0.737,13.2,30.8,44.0,21.5,7.1,5.7,16.9,22.7,94.3,POR,1997,1998
1023,1996-97,NBA,POR,49.0,33.0,3.0,26.4,6-7,221.0,82.0,242.1,36.6,78.8,0.464,6.1,17.1,0.358,30.5,61.8,0.493,19.7,27.6,0.713,12.9,30.4,43.3,20.9,7.8,5.3,16.5,23.5,99.0,POR,1996,1997
1024,1995-96,NBA,POR,44.0,38.0,3.0,28.1,6-7,215.0,82.0,242.7,37.4,81.6,0.458,5.9,16.6,0.353,31.5,65.0,0.485,18.7,28.3,0.662,14.1,31.4,45.6,21.5,7.2,5.1,16.8,22.7,99.3,POR,1995,1996
1025,1994-95,NBA,POR,44.0,38.0,4.0,29.3,6-7,209.0,82.0,240.3,39.2,87.0,0.451,5.6,15.4,0.365,33.6,71.6,0.469,19.0,27.2,0.697,16.5,29.8,46.3,22.5,8.1,5.7,14.8,24.7,103.1,POR,1994,1995
1026,1993-94,NBA,POR,47.0,35.0,4.0,28.6,6-6,208.0,82.0,240.9,41.1,90.6,0.454,3.3,9.4,0.353,37.8,81.2,0.466,21.7,29.2,0.743,15.9,30.0,45.9,25.2,9.1,5.0,14.8,22.3,107.3,POR,1993,1994
1027,1992-93,NBA,POR,51.0,31.0,3.0,28.2,6-6,215.0,82.0,242.7,41.0,89.5,0.458,3.4,10.3,0.326,37.6,79.3,0.475,23.2,31.1,0.745,15.0,30.6,45.5,24.0,9.4,5.2,14.8,23.1,108.5,POR,1992,1993
1028,1991-92,NBA,POR,57.0,25.0,1.0,28.1,6-7,216.0,82.0,242.4,42.4,89.7,0.473,4.0,11.5,0.344,38.4,78.1,0.492,22.7,30.0,0.754,15.8,31.1,46.9,25.2,9.2,5.0,16.2,24.2,111.4,POR,1991,1992
1029,1990-91,NBA,POR,63.0,19.0,1.0,27.9,6-7,216.0,82.0,242.7,43.6,89.9,0.485,4.2,11.0,0.377,39.5,78.8,0.501,23.3,31.0,0.753,14.7,31.2,45.9,27.5,8.8,5.0,16.0,24.1,114.7,POR,1990,1991
1030,1989-90,NBA,POR,59.0,23.0,2.0,26.7,6-7,216.0,82.0,242.4,43.6,92.0,0.473,2.3,6.9,0.336,41.2,85.1,0.484,24.8,33.3,0.743,16.5,31.1,47.6,25.4,9.1,4.4,16.5,25.0,114.2,POR,1989,1990
1031,1988-89,NBA,POR,39.0,43.0,5.0,26.9,6-7,219.0,82.0,241.8,45.1,95.1,0.474,2.6,7.9,0.335,42.4,87.2,0.487,21.8,29.5,0.74,16.9,29.0,45.9,27.0,10.1,4.7,17.5,24.7,114.6,POR,1988,1989
1032,1987-88,NBA,POR,53.0,29.0,2.0,27.1,6-7,218.0,82.0,240.6,44.6,91.0,0.491,1.4,4.6,0.308,43.2,86.3,0.501,25.4,32.9,0.77,15.3,30.4,45.6,28.1,8.9,4.2,16.5,25.5,116.1,POR,1987,1988
1033,1986-87,NBA,POR,49.0,33.0,2.0,26.9,6-7,216.0,82.0,241.5,44.5,88.4,0.504,1.2,4.1,0.289,43.3,84.3,0.514,27.7,35.7,0.775,14.4,29.4,43.8,28.8,9.4,4.7,18.9,25.4,117.9,POR,1986,1987
1034,1985-86,NBA,POR,40.0,42.0,2.0,26.6,6-7,211.0,82.0,242.1,44.0,88.8,0.496,0.9,3.4,0.269,43.1,85.4,0.505,26.1,34.1,0.765,14.1,28.2,42.3,26.6,10.5,4.3,18.6,26.9,115.1,POR,1985,1986
1035,1984-85,NBA,POR,42.0,40.0,2.0,25.2,6-7,211.0,82.0,242.4,45.2,89.9,0.503,0.6,2.5,0.252,44.6,87.5,0.51,24.4,32.5,0.751,14.7,28.0,42.7,27.1,10.0,6.3,18.1,23.9,115.5,POR,1984,1985
1036,1983-84,NBA,POR,48.0,34.0,2.0,25.8,6-6,208.0,82.0,241.5,44.3,87.7,0.505,0.3,1.6,0.194,44.0,86.1,0.511,24.2,32.2,0.754,15.3,26.8,42.0,25.4,9.9,4.8,18.1,26.0,113.1,POR,1983,1984
1037,1982-83,NBA,POR,46.0,36.0,4.0,25.5,6-6,207.0,82.0,240.9,42.2,86.9,0.486,0.4,1.8,0.233,41.8,85.0,0.491,22.6,30.6,0.738,14.4,29.0,43.4,24.8,9.1,4.7,18.2,23.9,107.4,POR,1982,1983
1038,1981-82,NBA,POR,42.0,40.0,5.0,24.7,6-6,207.0,82.0,241.2,44.3,87.6,0.505,0.4,1.7,0.207,43.9,85.9,0.511,21.0,29.1,0.72,13.9,28.7,42.6,25.0,8.6,4.5,17.0,24.5,109.8,POR,1981,1982
1039,1980-81,NBA,POR,45.0,37.0,3.0,25.7,6-6,208.0,82.0,242.1,45.6,91.9,0.496,0.3,1.8,0.169,45.3,90.1,0.503,19.2,26.7,0.718,15.2,29.1,44.3,27.4,9.4,5.9,18.5,24.8,110.7,POR,1980,1981
1040,1979-80,NBA,POR,38.0,44.0,4.0,26.3,6-6,203.0,82.0,241.2,41.6,87.4,0.476,0.3,1.6,0.197,41.2,85.8,0.481,19.0,25.6,0.743,15.8,29.4,45.2,23.1,8.6,5.8,18.9,23.9,102.5,POR,1979,1980
1041,2023-24,NBA,LAC,51.0,31.0,1.0,30.4,6-6,220.0,82.0,240.3,42.4,86.7,0.489,12.6,33.2,0.381,29.7,53.5,0.555,18.3,22.2,0.825,10.0,32.9,43.0,25.6,7.8,5.0,13.1,18.5,115.6,LAC,2023,2024
1042,2022-23,NBA,LAC,44.0,38.0,3.0,29.7,6-6,219.0,82.0,241.8,41.1,86.1,0.477,12.7,33.4,0.381,28.4,52.7,0.539,18.7,23.9,0.781,9.8,33.4,43.2,23.9,7.1,4.4,14.2,19.5,113.6,LAC,2022,2023
1043,2021-22,NBA,LAC,42.0,40.0,3.0,27.5,6-6,218.0,82.0,241.2,40.1,87.4,0.458,12.8,34.2,0.374,27.3,53.3,0.512,15.5,19.6,0.793,9.1,34.9,44.0,24.0,7.4,5.0,13.7,18.6,108.4,LAC,2021,2022
1044,2020-21,NBA,LAC,47.0,25.0,2.0,28.8,6-6,217.0,72.0,240.0,41.8,86.7,0.482,14.3,34.7,0.411,27.5,52.0,0.529,16.2,19.3,0.839,9.4,34.7,44.2,24.4,7.1,4.1,13.2,19.2,114.0,LAC,2020,2021
1045,2019-20,NBA,LAC,49.0,23.0,2.0,27.4,6-6,213.0,72.0,241.4,41.6,89.2,0.466,12.4,33.5,0.371,29.1,55.8,0.522,20.8,26.3,0.791,10.7,37.0,47.7,23.7,7.1,4.7,14.6,22.1,116.3,LAC,2019,2020
1046,2018-19,NBA,LAC,48.0,34.0,2.0,27.2,6-6,209.0,82.0,241.8,41.3,87.5,0.471,10.0,25.8,0.388,31.3,61.7,0.507,22.6,28.5,0.792,9.7,35.8,45.5,24.0,6.8,4.7,14.5,23.3,115.1,LAC,2018,2019
1047,2017-18,NBA,LAC,42.0,40.0,2.0,27.0,6-6,218.0,82.0,240.3,40.3,85.4,0.471,9.5,26.8,0.354,30.8,58.6,0.525,19.0,25.5,0.743,10.1,33.7,43.9,22.3,7.7,4.5,14.7,20.0,109.0,LAC,2017,2018
1048,2016-17,NBA,LAC,51.0,31.0,2.0,30.0,6-6,220.0,82.0,240.9,39.5,83.2,0.475,10.3,27.4,0.375,29.3,55.8,0.525,19.3,26.0,0.745,9.0,34.0,43.0,22.5,7.5,4.2,13.0,19.8,108.7,LAC,2016,2017
1049,2015-16,NBA,LAC,53.0,29.0,2.0,29.7,6-6,217.0,82.0,241.8,38.3,82.4,0.465,9.7,26.7,0.364,28.6,55.7,0.513,18.2,26.2,0.692,8.8,33.3,42.0,22.8,8.6,5.6,13.0,21.3,104.5,LAC,2015,2016
1050,2014-15,NBA,LAC,56.0,26.0,2.0,28.8,6-6,220.0,82.0,240.6,39.4,83.3,0.473,10.1,26.9,0.376,29.3,56.4,0.519,17.9,25.2,0.71,9.6,33.1,42.6,24.8,7.8,5.0,12.3,21.3,106.7,LAC,2014,2015
1051,2013-14,NBA,LAC,57.0,25.0,1.0,28.1,6-6,215.0,82.0,240.9,39.1,82.5,0.474,8.5,24.0,0.352,30.7,58.5,0.525,21.2,29.1,0.73,10.5,32.5,43.0,24.6,8.6,4.8,13.9,21.5,107.9,LAC,2013,2014
1052,2012-13,NBA,LAC,56.0,26.0,1.0,28.8,6-6,217.0,82.0,240.6,38.5,80.6,0.478,7.6,21.4,0.358,30.9,59.2,0.522,16.4,23.0,0.711,11.4,30.2,41.6,23.9,9.6,5.6,14.6,20.9,101.1,LAC,2012,2013
1053,2011-12,NBA,LAC,40.0,26.0,2.0,27.3,6-5,218.0,66.0,241.9,37.0,81.3,0.455,7.8,21.8,0.357,29.2,59.5,0.49,15.8,23.3,0.68,12.1,29.4,41.6,21.0,8.4,4.8,13.3,21.2,97.5,LAC,2011,2012
1054,2010-11,NBA,LAC,32.0,50.0,4.0,24.6,6-6,229.0,82.0,242.1,36.8,80.4,0.457,6.3,18.5,0.338,30.5,61.9,0.493,18.9,26.7,0.707,11.6,30.5,42.1,22.1,7.1,4.9,16.4,21.1,98.6,LAC,2010,2011
1055,2009-10,NBA,LAC,29.0,53.0,3.0,27.3,6-7,222.0,82.0,240.3,36.6,80.5,0.455,5.9,17.8,0.332,30.7,62.7,0.49,16.6,22.8,0.73,11.3,30.5,41.8,22.1,6.5,5.7,15.7,19.3,95.7,LAC,2009,2010
1056,2008-09,NBA,LAC,19.0,63.0,4.0,26.6,6-6,222.0,82.0,242.4,36.0,81.7,0.441,6.5,18.5,0.354,29.5,63.2,0.467,16.5,22.4,0.736,10.9,29.0,39.8,21.0,7.0,5.9,14.9,20.1,95.1,LAC,2008,2009
1057,2007-08,NBA,LAC,23.0,59.0,5.0,28.5,6-6,214.0,82.0,241.5,34.4,78.6,0.438,4.3,13.2,0.324,30.1,65.4,0.46,20.8,26.6,0.781,9.8,30.4,40.1,21.1,6.8,4.9,14.4,21.3,93.8,LAC,2007,2008
1058,2006-07,NBA,LAC,40.0,42.0,4.0,27.5,6-6,220.0,82.0,240.6,35.1,77.0,0.456,3.8,11.0,0.348,31.3,66.0,0.474,21.6,27.4,0.788,10.8,30.3,41.1,21.5,7.3,5.8,15.1,22.7,95.6,LAC,2006,2007
1059,2005-06,NBA,LAC,47.0,35.0,2.0,26.8,6-7,220.0,82.0,241.5,36.5,78.6,0.465,3.5,10.3,0.344,33.0,68.3,0.483,20.7,26.1,0.791,10.1,33.0,43.1,20.8,6.5,6.1,14.5,22.8,97.2,LAC,2005,2006
1060,2004-05,NBA,LAC,37.0,45.0,3.0,25.5,6-7,222.0,82.0,244.3,35.7,77.7,0.459,2.8,8.2,0.345,32.8,69.5,0.473,21.6,27.7,0.778,12.0,29.9,41.9,23.2,7.3,5.1,15.7,22.2,95.7,LAC,2004,2005
1061,2003-04,NBA,LAC,28.0,54.0,7.0,24.3,6-7,228.0,82.0,241.5,34.4,80.2,0.428,4.0,12.5,0.321,30.3,67.7,0.448,22.0,28.1,0.785,14.0,29.5,43.5,20.2,7.2,4.6,16.4,22.1,94.8,LAC,2003,2004
1062,2002-03,NBA,LAC,27.0,55.0,7.0,25.3,6-7,229.0,82.0,240.9,34.6,79.1,0.437,4.8,14.4,0.331,29.8,64.8,0.46,19.9,26.5,0.75,12.3,30.0,42.3,19.6,7.0,5.6,15.7,21.8,93.8,LAC,2002,2003
1063,2001-02,NBA,LAC,39.0,43.0,5.0,24.4,6-7,227.0,82.0,241.5,36.2,81.3,0.445,5.0,14.0,0.356,31.2,67.3,0.464,18.3,24.7,0.739,13.2,30.2,43.4,20.9,6.2,6.6,14.8,19.8,95.7,LAC,2001,2002
1064,2000-01,NBA,LAC,31.0,51.0,6.0,24.3,6-7,221.0,82.0,244.3,35.3,78.9,0.448,4.4,13.0,0.339,30.9,65.9,0.469,17.4,25.1,0.693,11.7,31.2,42.9,19.3,6.0,6.3,15.8,21.6,92.5,LAC,2000,2001
1065,1999-00,NBA,LAC,15.0,67.0,7.0,24.2,6-7,222.0,82.0,240.3,35.1,82.4,0.426,5.2,15.5,0.339,29.9,67.0,0.446,16.6,22.3,0.746,11.6,29.0,40.6,18.0,7.0,6.0,16.2,22.2,92.0,LAC,1999,2000
1066,1998-99,NBA,LAC,9.0,41.0,7.0,25.0,6-6,223.0,50.0,242.5,34.2,80.1,0.427,4.3,13.4,0.32,29.9,66.8,0.448,17.7,24.5,0.721,13.3,25.9,39.2,16.4,8.5,4.7,15.9,24.5,90.4,LAC,1998,1999
1067,1997-98,NBA,LAC,17.0,65.0,7.0,25.7,6-6,217.0,82.0,241.2,35.7,81.6,0.438,6.4,17.9,0.358,29.3,63.7,0.461,18.0,25.0,0.723,12.7,27.8,40.4,18.7,7.6,5.6,16.1,22.3,95.9,LAC,1997,1998
1068,1996-97,NBA,LAC,36.0,46.0,5.0,25.5,6-6,212.0,82.0,243.0,36.5,81.7,0.446,5.8,16.3,0.354,30.7,65.3,0.469,18.5,25.3,0.731,13.3,27.3,40.7,20.3,8.9,5.4,16.0,24.0,97.2,LAC,1996,1997
1069,1995-96,NBA,LAC,29.0,53.0,7.0,25.2,6-6,216.0,82.0,240.6,38.1,80.7,0.472,6.2,16.8,0.37,31.9,64.0,0.499,17.0,24.2,0.702,11.9,26.7,38.6,20.4,8.6,5.0,16.5,24.5,99.4,LAC,1995,1996
1070,1994-95,NBA,LAC,17.0,65.0,7.0,24.9,6-6,211.0,82.0,242.4,37.3,84.0,0.444,4.0,12.8,0.315,33.3,71.2,0.468,18.0,25.4,0.71,13.0,25.3,38.3,22.0,9.6,5.3,16.3,26.2,96.7,LAC,1994,1995
1071,1993-94,NBA,LAC,27.0,55.0,7.0,27.0,6-6,213.0,82.0,241.2,40.8,87.4,0.467,3.1,10.1,0.303,37.7,77.2,0.488,18.4,26.0,0.709,13.7,29.4,43.0,26.5,9.8,5.1,18.0,21.6,103.0,LAC,1993,1994
1072,1992-93,NBA,LAC,41.0,41.0,4.0,26.7,6-6,213.0,82.0,241.5,43.2,89.4,0.484,1.6,6.0,0.271,41.6,83.4,0.499,19.0,26.5,0.718,14.4,28.8,43.2,27.3,10.3,6.0,16.3,23.4,107.1,LAC,1992,1993
1073,1991-92,NBA,LAC,45.0,37.0,5.0,27.3,6-7,207.0,82.0,241.8,40.8,86.3,0.473,1.8,6.1,0.289,39.0,80.2,0.487,19.5,27.1,0.72,13.8,29.2,43.0,25.0,10.0,6.1,15.5,22.8,102.9,LAC,1991,1992
1074,1990-91,NBA,LAC,31.0,51.0,6.0,25.1,6-7,210.0,82.0,241.5,41.4,89.2,0.464,1.4,5.3,0.26,40.0,83.9,0.476,19.5,27.7,0.702,15.2,30.5,45.7,25.8,8.8,6.2,17.5,24.9,103.5,LAC,1990,1991
1075,1989-90,NBA,LAC,30.0,52.0,6.0,24.5,6-7,212.0,82.0,241.5,40.5,83.6,0.484,0.7,2.8,0.243,39.8,80.8,0.493,22.1,30.0,0.738,12.9,28.8,41.7,24.1,9.5,6.2,18.9,22.7,103.8,LAC,1989,1990
1076,1988-89,NBA,LAC,21.0,61.0,7.0,24.6,6-7,211.0,82.0,242.1,43.0,90.6,0.475,0.7,2.9,0.231,42.3,87.7,0.483,19.6,27.1,0.723,14.1,29.1,43.2,26.9,9.9,6.5,20.3,23.6,106.2,LAC,1988,1989
1077,1987-88,NBA,LAC,17.0,65.0,6.0,26.2,6-6,209.0,82.0,241.5,38.9,87.7,0.443,1.0,3.9,0.249,37.9,83.9,0.452,20.0,28.1,0.713,14.5,28.7,43.2,23.0,8.8,6.3,18.7,23.3,98.8,LAC,1987,1988
1078,1986-87,NBA,LAC,12.0,70.0,6.0,26.2,6-6,208.0,82.0,241.2,40.4,89.4,0.452,1.0,4.2,0.224,39.4,85.2,0.463,22.8,30.7,0.742,15.0,26.1,41.1,24.0,9.2,5.3,18.2,24.4,104.5,LAC,1986,1987
1079,1985-86,NBA,LAC,32.0,50.0,4.0,27.0,6-7,209.0,82.0,240.9,41.3,87.4,0.473,0.8,2.8,0.279,40.5,84.6,0.479,25.2,32.7,0.77,14.1,27.5,41.7,24.0,8.5,6.1,18.4,23.5,108.6,LAC,1985,1986
1080,1984-85,NBA,LAC,31.0,51.0,5.0,27.3,6-7,212.0,82.0,240.6,43.0,86.8,0.495,0.7,2.3,0.298,42.3,84.5,0.501,20.4,26.9,0.758,14.2,29.7,43.9,23.6,6.5,6.1,19.4,22.4,107.1,LAC,1984,1985
1081,1983-84,NBA,SDC,30.0,52.0,6.0,25.5,6-7,209.0,82.0,240.6,44.3,89.3,0.496,0.3,1.6,0.188,44.0,87.8,0.502,21.8,29.6,0.736,15.9,29.0,45.0,24.2,6.9,4.7,18.5,24.6,110.7,LAC,1983,1984
1082,1982-83,NBA,SDC,25.0,57.0,6.0,24.8,6-6,206.0,82.0,241.8,44.2,93.1,0.475,0.8,3.2,0.244,43.4,89.9,0.483,19.4,26.8,0.724,17.0,25.7,42.7,25.5,10.0,5.0,19.5,27.9,108.6,LAC,1982,1983
1083,1981-82,NBA,SDC,17.0,65.0,6.0,25.4,6-6,202.0,82.0,240.9,43.3,86.6,0.5,1.2,4.1,0.293,42.1,82.5,0.511,20.6,28.5,0.723,13.8,26.8,40.6,22.9,7.8,3.6,19.1,28.7,108.5,LAC,1981,1982
1084,1980-81,NBA,SDC,36.0,46.0,5.0,27.6,6-6,205.0,82.0,240.6,42.4,88.8,0.477,1.6,5.0,0.324,40.8,83.9,0.486,20.1,27.4,0.735,14.3,26.1,40.4,25.6,9.3,3.6,17.2,25.3,106.5,LAC,1980,1981
1085,1979-80,NBA,SDC,35.0,47.0,5.0,27.6,6-6,202.0,82.0,240.9,43.0,91.4,0.47,2.2,6.6,0.326,40.8,84.8,0.482,19.5,26.4,0.736,15.8,28.1,43.9,20.6,8.1,3.5,17.6,23.1,107.6,LAC,1979,1980
1086,2023-24,NBA,PHO,49.0,33.0,2.0,29.3,6-6,225.0,82.0,241.2,42.5,86.1,0.493,12.4,32.6,0.382,30.0,53.6,0.561,18.9,23.4,0.808,10.1,33.9,44.1,27.0,7.4,6.0,14.9,18.0,116.2,PHO,2023,2024
1087,2022-23,NBA,PHO,45.0,37.0,2.0,28.1,6-6,216.0,82.0,241.2,42.1,90.1,0.467,12.2,32.6,0.374,29.9,57.5,0.52,17.2,21.7,0.793,11.8,32.4,44.2,27.3,7.1,5.3,13.5,21.2,113.6,PHO,2022,2023
1088,2021-22,NBA,PHO,64.0,18.0,1.0,27.5,6-6,214.0,82.0,240.6,43.7,90.1,0.485,11.6,31.9,0.364,32.1,58.2,0.551,15.9,19.9,0.797,9.8,35.5,45.3,27.4,8.6,4.4,12.9,19.9,114.8,PHO,2021,2022
1089,2020-21,NBA,PHO,51.0,21.0,1.0,26.6,6-6,212.0,72.0,242.8,43.3,88.3,0.49,13.1,34.6,0.378,30.3,53.7,0.563,15.6,18.7,0.834,8.8,34.2,42.9,26.9,7.2,4.3,12.5,19.1,115.3,PHO,2020,2021
1090,2019-20,NBA,PHO,34.0,39.0,3.0,24.6,6-6,212.0,73.0,241.0,41.2,88.1,0.468,11.4,31.8,0.358,29.8,56.3,0.529,19.9,23.8,0.834,9.8,33.8,43.5,27.2,7.7,4.0,14.8,22.0,113.6,PHO,2019,2020
1091,2018-19,NBA,PHO,19.0,63.0,5.0,24.0,6-7,213.0,82.0,242.4,40.1,87.4,0.459,9.6,29.3,0.329,30.5,58.1,0.525,17.6,22.7,0.779,9.1,31.3,40.4,23.9,9.0,5.1,15.6,23.6,107.5,PHO,2018,2019
