,Season,Lg,Tm,W,L,Finish,Age,Ht.,Wt.,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team,Start_Year,End_Year
0,2023-24,NBA,BOS,64.0,18.0,1.0,28.2,6-7,216.0,82.0,241.8,43.9,90.2,0.487,16.5,42.5,0.388,27.4,47.7,0.575,16.3,20.2,0.807,10.7,35.6,46.3,26.9,6.8,6.6,11.9,16.2,120.6,BOS,2023,2024
1,2022-23,NBA,BOS,57.0,25.0,1.0,27.4,6-6,222.0,82.0,243.7,42.2,88.8,0.475,16.0,42.6,0.377,26.2,46.2,0.567,17.5,21.6,0.812,9.7,35.6,45.3,26.7,6.4,5.2,13.4,18.8,117.9,BOS,2022,2023
2,2021-22,NBA,BOS,51.0,31.0,1.0,26.1,6-5,218.0,82.0,242.7,40.7,87.4,0.466,13.2,37.1,0.356,27.5,50.3,0.547,17.0,20.9,0.816,10.5,35.5,46.1,24.8,7.2,5.8,13.6,18.5,111.8,BOS,2021,2022
3,2020-21,NBA,BOS,36.0,36.0,4.0,25.1,6-5,220.0,72.0,241.4,41.5,88.9,0.466,13.6,36.4,0.374,27.9,52.5,0.53,16.1,20.8,0.775,10.6,33.6,44.3,23.5,7.7,5.3,14.1,20.4,112.6,BOS,2020,2021
4,2019-20,NBA,BOS,48.0,24.0,2.0,25.3,6-5,221.0,72.0,242.1,41.3,89.6,0.461,12.6,34.5,0.364,28.7,55.0,0.522,18.6,23.2,0.801,10.7,35.4,46.1,23.0,8.3,5.6,13.8,21.6,113.7,BOS,2019,2020
5,2018-19,NBA,BOS,49.0,33.0,3.0,25.7,6-5,220.0,82.0,241.2,42.1,90.5,0.465,12.6,34.5,0.365,29.5,56.0,0.527,15.6,19.5,0.802,9.8,34.7,44.5,26.3,8.6,5.3,12.8,20.4,112.4,BOS,2018,2019
6,2017-18,NBA,BOS,55.0,27.0,2.0,24.7,6-6,221.0,82.0,241.5,38.3,85.1,0.45,11.5,30.4,0.377,26.9,54.7,0.491,16.0,20.7,0.771,9.4,35.1,44.5,22.5,7.4,4.5,14.0,19.7,104.0,BOS,2017,2018
7,2016-17,NBA,BOS,53.0,29.0,1.0,25.9,6-5,219.0,82.0,240.9,38.6,85.1,0.454,12.0,33.4,0.359,26.6,51.7,0.515,18.7,23.2,0.807,9.1,32.9,42.0,25.2,7.5,4.1,13.3,20.6,108.0,BOS,2016,2017
8,2015-16,NBA,BOS,48.0,34.0,2.0,25.2,6-5,220.0,82.0,241.2,39.2,89.2,0.439,8.7,26.1,0.335,30.5,63.1,0.483,18.5,23.5,0.788,11.6,33.3,44.9,24.2,9.2,4.2,13.7,21.9,105.7,BOS,2015,2016
9,2014-15,NBA,BOS,40.0,42.0,2.0,25.0,6-6,221.0,82.0,242.4,38.9,87.9,0.443,8.0,24.6,0.327,30.9,63.3,0.488,15.4,20.5,0.754,11.1,32.7,43.8,24.5,8.2,3.6,13.8,21.2,101.4,BOS,2014,2015
10,2013-14,NBA,BOS,25.0,57.0,4.0,25.4,6-6,221.0,82.0,240.6,36.5,83.9,0.435,7.0,21.1,0.333,29.5,62.9,0.47,16.2,20.8,0.777,12.0,30.5,42.5,21.0,7.1,4.2,15.4,21.3,96.2,BOS,2013,2014
11,2012-13,NBA,BOS,41.0,40.0,3.0,29.1,6-6,214.0,81.0,244.9,37.0,79.7,0.465,6.1,17.2,0.358,30.9,62.6,0.494,16.3,21.0,0.776,8.1,31.3,39.3,22.8,8.2,4.5,14.6,21.2,96.5,BOS,2012,2013
12,2011-12,NBA,BOS,39.0,27.0,1.0,29.3,6-6,213.0,66.0,241.5,35.5,77.1,0.46,5.5,15.0,0.367,30.0,62.1,0.483,15.4,19.8,0.778,7.7,31.1,38.8,23.6,7.5,5.5,14.8,19.9,91.8,BOS,2011,2012
13,2010-11,NBA,BOS,56.0,26.0,1.0,29.5,6-6,223.0,82.0,241.2,36.9,75.8,0.486,5.0,13.6,0.365,31.9,62.2,0.513,17.8,23.1,0.77,7.8,31.0,38.8,23.4,8.2,4.2,14.6,20.5,96.5,BOS,2010,2011
14,2009-10,NBA,BOS,50.0,32.0,1.0,29.4,6-6,219.0,82.0,241.2,37.1,76.8,0.483,6.1,17.5,0.348,31.0,59.3,0.523,19.0,25.5,0.746,8.7,29.9,38.6,23.5,8.5,4.9,14.9,22.1,99.2,BOS,2009,2010
15,2008-09,NBA,BOS,62.0,20.0,1.0,27.8,6-6,222.0,82.0,242.4,37.5,77.2,0.486,6.6,16.5,0.397,30.9,60.7,0.51,19.4,25.3,0.765,10.6,31.5,42.1,22.7,7.6,4.7,15.6,23.1,100.9,BOS,2008,2009
16,2007-08,NBA,BOS,66.0,16.0,1.0,27.9,6-6,220.0,82.0,240.9,36.4,76.7,0.475,7.3,19.1,0.381,29.1,57.6,0.506,20.5,26.5,0.771,10.1,31.9,42.0,22.4,8.5,4.6,15.2,22.7,100.5,BOS,2007,2008
17,2006-07,NBA,BOS,24.0,58.0,5.0,23.5,6-6,221.0,82.0,242.1,34.9,78.7,0.443,5.7,15.6,0.367,29.1,63.1,0.462,20.4,26.6,0.767,11.2,29.2,40.4,19.9,7.2,4.7,16.5,24.0,95.8,BOS,2006,2007
18,2005-06,NBA,BOS,33.0,49.0,3.0,25.3,6-7,227.0,82.0,242.4,36.0,77.1,0.467,5.7,15.7,0.362,30.3,61.4,0.494,20.3,26.9,0.755,9.9,29.7,39.6,20.9,7.0,5.1,16.6,24.8,98.0,BOS,2005,2006
19,2004-05,NBA,BOS,45.0,37.0,1.0,27.1,6-7,218.0,82.0,242.4,37.1,79.4,0.468,5.3,15.3,0.349,31.8,64.1,0.496,21.6,28.3,0.764,11.1,29.7,40.8,22.1,8.1,5.2,15.8,24.4,101.3,BOS,2004,2005
20,2003-04,NBA,BOS,36.0,46.0,4.0,26.4,6-7,218.0,82.0,240.3,34.7,78.2,0.443,6.7,19.5,0.346,27.9,58.7,0.475,19.2,25.5,0.75,10.4,29.8,40.1,20.5,9.4,4.0,16.2,22.4,95.3,BOS,2003,2004
21,2002-03,NBA,BOS,44.0,38.0,3.0,26.9,6-6,218.0,82.0,241.8,32.9,79.4,0.415,8.8,26.3,0.334,24.2,53.1,0.455,18.0,24.3,0.742,10.4,30.1,40.5,19.2,8.8,3.7,14.0,21.4,92.7,BOS,2002,2003
22,2001-02,NBA,BOS,49.0,33.0,2.0,26.2,6-6,220.0,82.0,241.8,34.8,82.1,0.424,8.5,23.7,0.359,26.3,58.4,0.45,18.3,23.9,0.764,10.9,31.3,42.2,21.0,9.7,3.6,13.6,21.7,96.4,BOS,2001,2002
23,2000-01,NBA,BOS,36.0,46.0,5.0,25.9,6-6,221.0,82.0,241.8,33.8,79.1,0.428,7.2,19.9,0.363,26.6,59.2,0.45,19.8,26.7,0.74,10.9,28.9,39.8,20.8,9.4,4.1,15.7,23.8,94.6,BOS,2000,2001
24,1999-00,NBA,BOS,35.0,47.0,5.0,25.4,6-6,218.0,82.0,240.6,37.2,83.9,0.444,5.1,15.4,0.331,32.2,68.5,0.469,19.8,26.5,0.745,13.5,29.5,43.0,21.2,9.7,3.5,15.4,27.1,99.3,BOS,1999,2000
25,1998-99,NBA,BOS,19.0,31.0,5.0,24.3,6-6,215.0,50.0,243.0,36.3,83.3,0.436,5.5,15.2,0.36,30.9,68.1,0.453,14.9,21.5,0.692,13.6,29.2,42.8,21.5,9.1,5.1,16.1,23.9,93.0,BOS,1998,1999
26,1997-98,NBA,BOS,36.0,46.0,6.0,23.9,6-6,209.0,82.0,240.6,36.7,84.6,0.434,5.1,15.2,0.332,31.7,69.3,0.457,17.4,24.0,0.726,14.6,24.9,39.5,22.1,12.0,4.5,16.2,26.9,95.9,BOS,1997,1998
27,1996-97,NBA,BOS,15.0,67.0,7.0,26.1,6-6,211.0,82.0,242.7,37.4,85.0,0.44,5.7,16.2,0.351,31.7,68.7,0.461,20.1,26.8,0.75,13.4,26.7,40.0,21.9,9.9,3.8,16.4,23.4,100.6,BOS,1996,1997
28,1995-96,NBA,BOS,33.0,49.0,5.0,26.3,6-5,208.0,82.0,242.7,38.6,84.7,0.456,6.6,17.7,0.371,32.0,66.9,0.478,19.9,27.9,0.714,12.8,29.6,42.4,21.9,8.0,5.0,15.9,24.9,103.6,BOS,1995,1996
29,1994-95,NBA,BOS,35.0,47.0,3.0,27.2,6-6,207.0,82.0,241.5,38.8,83.5,0.464,4.4,12.0,0.368,34.4,71.5,0.48,20.8,27.7,0.753,14.1,28.3,42.4,21.7,7.5,4.4,15.9,24.1,102.8,BOS,1994,1995
30,1993-94,NBA,BOS,32.0,50.0,5.0,27.8,6-6,204.0,82.0,242.7,40.6,86.1,0.472,1.7,5.8,0.289,39.0,80.2,0.486,17.8,24.4,0.73,12.6,29.0,41.7,23.5,8.2,5.4,15.1,22.5,100.8,BOS,1993,1994
31,1992-93,NBA,BOS,48.0,34.0,2.0,28.6,6-6,206.0,82.0,241.2,42.1,86.5,0.487,1.3,4.7,0.287,40.8,81.8,0.498,18.1,23.3,0.777,13.1,29.7,42.8,24.4,7.9,5.6,14.3,22.7,103.7,BOS,1992,1993
32,1991-92,NBA,BOS,51.0,31.0,1.0,29.2,6-6,207.0,82.0,241.2,43.2,87.8,0.492,1.3,4.4,0.306,41.9,83.4,0.502,18.9,23.4,0.808,13.4,31.5,44.9,25.3,7.8,5.9,14.2,20.6,106.6,BOS,1991,1992
33,1990-91,NBA,BOS,56.0,26.0,1.0,28.2,6-7,205.0,82.0,241.5,45.1,88.0,0.512,1.3,4.2,0.315,43.7,83.8,0.522,20.1,24.4,0.824,13.3,32.9,46.2,26.3,8.2,6.9,16.1,20.7,111.5,BOS,1990,1991
34,1989-90,NBA,BOS,52.0,30.0,2.0,30.2,6-7,209.0,82.0,240.3,43.5,87.2,0.498,1.3,4.9,0.262,42.2,82.2,0.513,21.8,26.3,0.832,13.0,33.0,46.0,29.5,6.6,5.5,15.3,20.9,110.0,BOS,1989,1990
35,1988-89,NBA,BOS,42.0,40.0,3.0,28.5,6-7,204.0,82.0,241.2,42.9,87.1,0.493,1.0,3.8,0.252,42.0,83.3,0.504,22.4,28.6,0.783,14.4,29.8,44.2,26.7,7.8,5.1,16.3,22.9,109.2,BOS,1988,1989
36,1987-88,NBA,BOS,57.0,25.0,1.0,29.8,6-7,205.0,82.0,241.2,43.9,84.2,0.521,3.3,8.6,0.384,40.6,75.6,0.537,22.5,28.0,0.803,11.3,29.8,41.1,29.9,7.6,5.1,15.9,22.0,113.6,BOS,1987,1988
37,1986-87,NBA,BOS,59.0,23.0,1.0,29.4,6-7,205.0,82.0,241.5,44.5,86.0,0.517,2.5,6.9,0.366,41.9,79.1,0.53,21.2,26.3,0.808,11.4,31.5,42.9,29.5,6.8,6.4,15.9,20.9,112.6,BOS,1986,1987
38,1985-86,NBA,BOS,67.0,15.0,1.0,29.3,6-7,204.0,82.0,242.1,45.3,89.2,0.508,1.7,4.8,0.351,43.7,84.4,0.517,21.8,27.4,0.794,12.9,33.6,46.4,29.1,7.8,6.2,16.6,21.4,114.1,BOS,1985,1986
39,1984-85,NBA,BOS,63.0,19.0,1.0,28.5,6-7,205.0,82.0,240.3,45.4,89.3,0.508,1.3,3.8,0.356,44.0,85.6,0.515,22.7,28.1,0.806,13.6,32.1,45.7,27.9,7.9,5.0,16.2,21.7,114.8,BOS,1984,1985
40,1983-84,NBA,BOS,62.0,20.0,1.0,28.0,6-7,204.0,82.0,243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31.0,45.1,25.9,8.2,5.2,17.3,23.8,112.1,BOS,1983,1984
41,1982-83,NBA,BOS,56.0,26.0,2.0,27.3,6-6,201.0,82.0,241.8,45.3,92.0,0.492,0.5,2.3,0.21,44.8,89.8,0.499,21.1,28.6,0.737,15.5,30.9,46.4,27.0,9.6,6.4,18.8,25.1,112.1,BOS,1982,1983
42,1981-82,NBA,BOS,63.0,19.0,1.0,27.3,6-7,202.0,82.0,241.2,44.6,89.4,0.499,0.6,2.2,0.266,44.0,87.2,0.505,22.2,30.0,0.74,15.3,30.4,45.6,25.9,8.0,6.9,17.7,24.6,112.0,BOS,1981,1982
43,1980-81,NBA,BOS,62.0,20.0,1.0,27.0,6-7,200.0,82.0,241.2,43.7,86.6,0.504,0.8,2.9,0.27,42.9,83.6,0.513,21.7,28.9,0.752,14.1,29.6,43.6,26.9,8.3,7.2,19.2,24.3,109.9,BOS,1980,1981
44,1979-80,NBA,BOS,61.0,21.0,1.0,27.3,6-6,201.0,82.0,242.4,44.1,90.1,0.49,2.0,5.1,0.384,42.1,84.9,0.496,23.3,29.9,0.779,15.0,30.0,44.9,26.8,9.9,3.8,18.8,24.1,113.5,BOS,1979,1980
45,2023-24,NBA,ATL,36.0,46.0,3.0,26.2,6-6,211.0,82.0,242.1,43.0,92.5,0.465,13.7,37.7,0.364,29.3,54.8,0.535,18.5,23.2,0.797,12.5,32.2,44.7,26.6,7.5,4.5,13.5,18.6,118.3,ATL,2023,2024
46,2022-23,NBA,ATL,41.0,41.0,2.0,24.9,6-6,210.0,82.0,242.1,44.6,92.4,0.483,10.8,30.5,0.352,33.9,61.8,0.548,18.5,22.6,0.818,11.2,33.2,44.4,25.0,7.1,4.9,12.9,18.8,118.4,ATL,2022,2023
47,2021-22,NBA,ATL,43.0,39.0,2.0,26.1,6-6,211.0,82.0,240.3,41.5,88.3,0.47,12.9,34.4,0.374,28.6,53.9,0.531,18.1,22.3,0.812,10.0,33.9,44.0,24.6,7.2,4.2,11.9,18.7,113.9,ATL,2021,2022
48,2020-21,NBA,ATL,41.0,31.0,1.0,25.4,6-6,212.0,72.0,241.7,40.8,87.2,0.468,12.4,33.4,0.373,28.4,53.9,0.526,19.7,24.2,0.812,10.6,35.1,45.6,24.1,7.0,4.8,13.2,19.3,113.7,ATL,2020,2021
49,2019-20,NBA,ATL,20.0,47.0,5.0,24.1,6-6,213.0,67.0,243.0,40.6,90.6,0.449,12.0,36.1,0.333,28.6,54.5,0.525,18.5,23.4,0.79,9.9,33.4,43.3,24.0,7.8,5.1,16.2,23.1,111.8,ATL,2019,2020
50,2018-19,NBA,ATL,29.0,53.0,5.0,25.1,6-6,213.0,82.0,242.1,41.4,91.8,0.451,13.0,37.0,0.352,28.4,54.8,0.518,17.6,23.4,0.752,11.6,34.5,46.1,25.8,8.2,5.1,17.0,23.6,113.3,ATL,2018,2019
51,2017-18,NBA,ATL,24.0,58.0,5.0,25.4,6-6,212.0,82.0,240.3,38.2,85.5,0.446,11.2,31.0,0.36,27.0,54.5,0.495,15.8,20.2,0.785,9.1,32.8,41.9,23.7,7.8,4.2,15.5,19.6,103.4,ATL,2017,2018
52,2016-17,NBA,ATL,43.0,39.0,2.0,27.9,6-6,219.0,82.0,242.4,38.1,84.4,0.451,8.9,26.1,0.341,29.2,58.3,0.501,18.1,24.9,0.728,10.3,34.1,44.3,23.6,8.2,4.8,15.8,18.2,103.2,ATL,2016,2017
53,2015-16,NBA,ATL,48.0,34.0,2.0,28.2,6-6,217.0,82.0,241.8,38.6,84.4,0.458,9.9,28.4,0.35,28.7,56.1,0.512,15.6,20.0,0.783,8.3,33.8,42.1,25.6,9.1,5.9,15.0,19.1,102.8,ATL,2015,2016
54,2014-15,NBA,ATL,60.0,22.0,1.0,27.8,6-6,218.0,82.0,240.6,38.1,81.7,0.466,10.0,26.2,0.38,28.1,55.5,0.506,16.5,21.2,0.778,8.7,31.8,40.6,25.7,9.1,4.6,14.2,17.8,102.5,ATL,2014,2015
55,2013-14,NBA,ATL,38.0,44.0,4.0,27.6,6-6,220.0,82.0,241.8,37.3,81.6,0.458,9.4,25.8,0.363,28.0,55.8,0.502,17.0,21.7,0.781,8.7,31.3,40.0,24.9,8.3,4.0,15.3,19.2,101.0,ATL,2013,2014
56,2012-13,NBA,ATL,44.0,38.0,2.0,27.1,6-6,215.0,82.0,242.1,37.6,81.0,0.464,8.6,23.2,0.371,29.0,57.8,0.501,14.1,19.7,0.715,9.2,31.6,40.9,24.5,8.1,4.5,14.9,18.0,98.0,ATL,2012,2013
57,2011-12,NBA,ATL,40.0,26.0,2.0,27.9,6-7,215.0,66.0,244.9,36.8,81.0,0.454,7.5,20.2,0.37,29.3,60.9,0.482,15.5,21.0,0.74,9.9,31.3,41.2,22.4,8.1,4.6,14.0,17.8,96.6,ATL,2011,2012
58,2010-11,NBA,ATL,44.0,38.0,3.0,27.4,6-7,219.0,82.0,240.6,36.2,78.4,0.462,6.1,17.4,0.352,30.1,61.0,0.494,16.4,21.1,0.779,9.3,30.0,39.3,22.0,6.1,4.2,13.6,19.0,95.0,ATL,2010,2011
59,2009-10,NBA,ATL,53.0,29.0,2.0,26.5,6-7,219.0,82.0,242.1,38.8,82.9,0.468,6.4,17.7,0.36,32.4,65.2,0.497,17.7,23.3,0.759,11.8,29.9,41.7,21.8,7.2,5.0,12.0,19.9,101.7,ATL,2009,2010
60,2008-09,NBA,ATL,47.0,35.0,2.0,25.8,6-6,219.0,82.0,240.3,36.0,78.7,0.458,7.3,19.9,0.366,28.8,58.8,0.49,18.7,25.4,0.737,10.6,29.4,40.0,20.2,7.4,4.6,12.8,19.6,98.1,ATL,2008,2009
61,2007-08,NBA,ATL,37.0,45.0,3.0,24.2,6-7,220.0,82.0,242.1,36.3,79.9,0.454,4.7,13.1,0.356,31.6,66.8,0.473,21.0,27.2,0.772,12.3,29.9,42.2,22.0,7.3,5.5,14.9,20.4,98.2,ATL,2007,2008
62,2006-07,NBA,ATL,30.0,52.0,5.0,24.1,6-7,216.0,82.0,242.4,34.5,77.7,0.444,4.2,12.7,0.329,30.4,65.0,0.467,20.5,26.9,0.761,11.9,28.2,40.1,19.2,7.4,5.4,15.9,24.0,93.7,ATL,2006,2007
63,2005-06,NBA,ATL,26.0,56.0,5.0,22.7,6-7,221.0,82.0,242.4,35.9,79.2,0.454,5.2,14.1,0.367,30.8,65.1,0.472,20.2,26.9,0.75,13.0,27.2,40.3,19.8,7.2,4.8,15.7,25.0,97.2,ATL,2005,2006
64,2004-05,NBA,ATL,13.0,69.0,5.0,26.0,6-7,220.0,82.0,242.1,35.9,81.4,0.441,3.7,11.9,0.312,32.2,69.5,0.463,17.3,24.3,0.711,13.4,28.5,41.9,19.7,7.7,4.2,16.1,24.5,92.7,ATL,2004,2005
65,2003-04,NBA,ATL,28.0,54.0,7.0,26.2,6-6,214.0,82.0,242.7,34.5,79.6,0.433,5.1,15.2,0.335,29.4,64.4,0.456,18.7,24.1,0.776,12.1,30.6,42.7,20.1,7.6,5.0,16.5,22.3,92.8,ATL,2003,2004
66,2002-03,NBA,ATL,35.0,47.0,5.0,27.2,6-6,215.0,82.0,242.7,34.9,78.5,0.444,4.9,13.9,0.352,30.0,64.5,0.464,19.4,24.5,0.793,11.4,31.2,42.6,20.5,7.5,5.8,16.7,21.7,94.1,ATL,2002,2003
67,2001-02,NBA,ATL,33.0,49.0,6.0,25.7,6-7,210.0,82.0,241.2,35.4,80.6,0.439,5.2,14.6,0.354,30.2,66.0,0.458,18.1,23.7,0.765,11.6,29.8,41.5,20.2,8.1,4.3,15.5,20.8,94.0,ATL,2001,2002
68,2000-01,NBA,ATL,25.0,57.0,7.0,26.1,6-6,211.0,82.0,240.6,35.1,81.3,0.431,4.1,11.4,0.357,31.0,69.9,0.443,16.8,22.1,0.759,12.5,30.4,42.9,19.0,7.7,4.7,16.7,22.7,91.0,ATL,2000,2001
69,1999-00,NBA,ATL,28.0,54.0,7.0,27.6,6-7,219.0,82.0,241.8,36.6,83.0,0.441,3.1,9.9,0.317,33.4,73.1,0.458,18.0,24.2,0.743,14.0,31.3,45.3,18.9,6.1,5.6,15.4,21.0,94.3,ATL,1999,2000
70,1998-99,NBA,ATL,31.0,19.0,2.0,29.6,6-7,216.0,50.0,241.5,30.8,75.2,0.409,3.9,12.9,0.306,26.8,62.3,0.431,20.8,28.4,0.731,13.5,30.0,43.5,15.6,6.9,5.2,14.9,19.7,86.3,ATL,1998,1999
71,1997-98,NBA,ATL,50.0,32.0,4.0,29.4,6-7,214.0,82.0,242.4,35.2,77.5,0.455,4.1,12.4,0.332,31.1,65.1,0.478,21.3,28.2,0.756,13.5,29.5,43.0,19.1,8.0,6.0,14.8,20.4,95.9,ATL,1997,1998
72,1996-97,NBA,ATL,56.0,26.0,2.0,28.8,6-7,215.0,82.0,241.5,34.3,76.9,0.446,8.0,22.4,0.359,26.3,54.5,0.481,18.2,23.8,0.763,12.5,28.7,41.1,19.0,8.5,5.2,15.0,19.4,94.8,ATL,1996,1997
73,1995-96,NBA,ATL,46.0,36.0,4.0,28.1,6-6,207.0,82.0,240.6,36.4,81.3,0.448,6.9,19.5,0.355,29.5,61.8,0.477,18.6,24.5,0.757,14.4,26.2,40.6,19.6,9.4,3.9,15.0,20.9,98.3,ATL,1995,1996
74,1994-95,NBA,ATL,42.0,40.0,5.0,28.2,6-6,210.0,82.0,242.1,36.4,81.5,0.447,6.6,19.3,0.341,29.8,62.2,0.48,17.2,23.8,0.724,13.5,27.7,41.2,21.4,9.0,5.0,14.9,22.0,96.6,ATL,1994,1995
75,1993-94,NBA,ATL,57.0,25.0,1.0,28.7,6-7,209.0,82.0,240.9,39.6,85.8,0.461,3.3,10.1,0.323,36.3,75.7,0.48,19.0,25.2,0.752,15.2,29.5,44.8,25.1,11.2,5.5,15.3,19.8,101.4,ATL,1993,1994
76,1992-93,NBA,ATL,43.0,39.0,4.0,27.1,6-6,209.0,82.0,241.8,41.4,88.7,0.466,4.7,13.1,0.355,36.7,75.6,0.486,20.1,27.1,0.742,15.7,28.6,44.3,25.4,9.8,3.4,16.3,22.0,107.5,ATL,1992,1993
77,1991-92,NBA,ATL,38.0,44.0,5.0,27.2,6-7,212.0,82.0,242.7,42.6,91.2,0.467,2.6,8.2,0.313,40.0,83.0,0.482,18.5,25.3,0.731,15.7,30.5,46.2,25.9,9.7,3.9,15.3,21.6,106.2,ATL,1991,1992
78,1990-91,NBA,ATL,43.0,39.0,4.0,29.0,6-5,198.0,82.0,240.9,40.8,88.1,0.464,3.3,10.2,0.324,37.5,77.9,0.482,24.8,31.0,0.8,15.1,29.5,44.6,22.7,8.9,4.6,15.0,21.6,109.8,ATL,1990,1991
79,1989-90,NBA,ATL,41.0,41.0,6.0,28.6,6-6,197.0,82.0,240.6,41.7,85.6,0.487,1.5,5.0,0.302,40.2,80.6,0.498,23.7,31.0,0.764,15.5,26.7,42.2,22.2,8.7,4.3,15.5,22.8,108.5,ATL,1989,1990
80,1988-89,NBA,ATL,52.0,30.0,3.0,28.5,6-6,200.0,82.0,241.5,41.6,88.2,0.472,1.3,4.8,0.277,40.3,83.3,0.483,26.4,33.0,0.8,16.7,28.2,45.0,24.3,10.0,5.8,16.0,22.9,111.0,ATL,1988,1989
81,1987-88,NBA,ATL,50.0,32.0,3.0,26.8,6-7,205.0,82.0,241.2,42.0,86.6,0.485,1.0,3.4,0.301,41.0,83.2,0.492,22.8,29.8,0.767,15.0,29.0,44.0,25.1,7.7,6.5,14.9,25.0,107.9,ATL,1987,1988
82,1986-87,NBA,ATL,57.0,25.0,1.0,26.1,6-7,207.0,82.0,240.6,41.9,87.1,0.481,1.6,5.2,0.318,40.2,81.9,0.491,24.6,32.5,0.759,16.5,30.2,46.7,25.3,8.5,6.2,15.6,26.2,110.0,ATL,1986,1987
83,1985-86,NBA,ATL,50.0,32.0,2.0,25.3,6-7,206.0,82.0,241.5,42.0,85.7,0.49,0.4,2.0,0.199,41.6,83.7,0.497,24.1,33.0,0.732,15.2,29.3,44.6,24.7,9.0,5.3,18.1,26.5,108.6,ATL,1985,1986
84,1984-85,NBA,ATL,34.0,48.0,5.0,25.5,6-7,205.0,82.0,242.1,42.0,86.8,0.484,0.9,2.9,0.311,41.1,84.0,0.49,21.7,28.9,0.752,14.2,28.6,42.8,24.5,8.1,6.6,18.0,25.0,106.6,ATL,1984,1985
85,1983-84,NBA,ATL,40.0,42.0,3.0,26.6,6-6,200.0,82.0,242.1,39.4,83.0,0.474,0.3,1.3,0.217,39.1,81.7,0.478,22.4,29.4,0.761,13.6,27.2,40.8,22.3,7.6,6.8,16.2,25.5,101.5,ATL,1983,1984
86,1982-83,NBA,ATL,43.0,39.0,2.0,26.6,6-6,198.0,82.0,241.2,40.9,87.1,0.469,0.5,2.3,0.239,40.3,84.9,0.475,19.3,25.7,0.751,13.9,29.7,43.6,23.7,7.0,8.1,17.4,24.7,101.6,ATL,1982,1983
87,1981-82,NBA,ATL,42.0,40.0,2.0,26.5,6-6,200.0,82.0,242.4,39.1,82.6,0.474,0.3,1.6,0.219,38.8,81.1,0.479,22.4,29.1,0.768,13.8,28.9,42.7,22.1,7.4,5.9,16.4,27.7,101.0,ATL,1981,1982
88,1980-81,NBA,ATL,31.0,51.0,4.0,26.8,6-5,200.0,82.0,243.0,40.1,83.7,0.479,0.1,1.0,0.122,40.0,82.7,0.484,24.5,31.6,0.777,14.6,27.1,41.8,22.5,9.1,5.7,19.6,27.8,104.9,ATL,1980,1981
89,1979-80,NBA,ATL,50.0,32.0,1.0,26.1,6-5,201.0,82.0,241.2,39.8,85.7,0.464,0.2,0.9,0.173,39.6,84.8,0.467,24.9,32.3,0.771,16.7,29.3,46.0,23.3,9.5,6.6,18.2,28.0,104.5,ATL,1979,1980
90,2023-24,NBA,DAL,50.0,32.0,1.0,26.5,6-6,217.0,82.0,240.3,43.1,89.7,0.481,14.6,39.5,0.369,28.5,50.1,0.569,17.0,22.5,0.758,9.7,33.2,42.9,25.7,6.9,5.0,12.5,18.3,117.9,DAL,2023,2024
91,2022-23,NBA,DAL,38.0,44.0,3.0,27.8,6-6,215.0,82.0,243.0,40.0,84.3,0.475,15.2,41.0,0.371,24.8,43.3,0.574,19.0,25.1,0.755,7.6,31.2,38.8,22.9,6.3,3.7,12.2,20.7,114.2,DAL,2022,2023
92,2021-22,NBA,DAL,52.0,30.0,2.0,26.7,6-6,218.0,82.0,240.9,39.3,85.1,0.461,13.1,37.4,0.35,26.2,47.8,0.548,16.4,21.2,0.771,9.3,33.8,43.0,23.4,6.7,4.0,12.5,19.7,108.0,DAL,2021,2022
93,2020-21,NBA,DAL,42.0,30.0,1.0,26.3,6-7,219.0,72.0,240.3,41.1,87.3,0.47,13.8,38.1,0.362,27.3,49.2,0.554,16.5,21.2,0.778,9.1,34.2,43.3,22.9,6.3,4.3,12.1,19.4,112.4,DAL,2020,2021
94,2019-20,NBA,DAL,43.0,32.0,2.0,26.1,6-6,217.0,75.0,242.3,41.7,90.3,0.461,15.1,41.3,0.367,26.5,49.0,0.541,18.6,23.8,0.779,10.5,36.4,46.9,24.7,6.1,4.8,12.7,19.5,117.0,DAL,2019,2020
95,2018-19,NBA,DAL,33.0,49.0,5.0,26.9,6-6,222.0,82.0,241.2,38.8,86.9,0.447,12.5,36.6,0.34,26.3,50.2,0.524,18.8,25.3,0.742,10.1,35.2,45.3,23.4,6.5,4.3,14.2,20.1,108.9,DAL,2018,2019
96,2017-18,NBA,DAL,24.0,58.0,4.0,27.7,6-6,213.0,82.0,241.5,38.1,85.9,0.444,11.8,32.8,0.36,26.4,53.1,0.496,14.2,18.7,0.763,8.1,33.1,41.3,22.7,7.0,3.8,12.3,19.2,102.3,DAL,2017,2018
97,2016-17,NBA,DAL,33.0,49.0,5.0,27.6,6-6,214.0,82.0,241.2,36.2,82.3,0.44,10.7,30.2,0.355,25.5,52.2,0.489,14.8,18.5,0.801,7.9,30.7,38.6,20.8,7.5,3.7,11.9,19.1,97.9,DAL,2016,2017
